date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:58	9800/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:43%20GMT	www.regular-expressions.info/editpadpro.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/editpadpro.html	(from www.regular-expressions.info/)
13:47:58	10673/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:45%20GMT	www.regular-expressions.info/perl.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/perl.html	(from www.regular-expressions.info/)
13:47:58	13036/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:42%20GMT	www.regular-expressions.info/tutorial.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/tutorial.html	(from www.regular-expressions.info/)
13:48:00	15281/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:48%20GMT	www.regular-expressions.info/dotnet.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/dotnet.html	(from www.regular-expressions.info/)
13:48:00	902/902	---M--	200	added ('OK')	image/gif	etag:%22218b0c-386-426d8188%22	www.regular-expressions.info/img/pgr.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/img/pgr.gif	(from www.regular-expressions.info/)
13:48:00	20854/20854	---M--	200	added ('OK')	image/png	etag:%22218b3c-5176-40bd22c4%22	www.regular-expressions.info/img/bg.png	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/img/bg.png	(from www.regular-expressions.info/regex.css)
13:48:00	513/513	---M--	200	added ('OK')	image/gif	etag:%22218b0a-201-40a5f1d0%22	www.regular-expressions.info/img/top.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/img/top.gif	(from www.regular-expressions.info/regex.css)
13:48:01	97/97	---M--	200	added ('OK')	image/gif	etag:%22218b0b-61-40a5f1d2%22	www.regular-expressions.info/img/btnbg.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/img/btnbg.gif	(from www.regular-expressions.info/regex.css)
13:48:01	1395/1395	---M--	200	added ('OK')	image/gif	etag:%22218b09-573-40a5f1cf%22	www.regular-expressions.info/img/btn.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/img/btn.gif	(from www.regular-expressions.info/regex.css)
13:48:01	1728/1728	---M--	200	added ('OK')	image/gif	etag:%22218b08-6c0-40a5f1cd%22	www.regular-expressions.info/img/btnhot.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/img/btnhot.gif	(from www.regular-expressions.info/regex.css)
13:48:02	5872/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:57%20GMT	www.regular-expressions.info/about.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/about.html	(from www.regular-expressions.info/)
13:48:04	13892/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:46%20GMT	www.regular-expressions.info/php.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/php.html	(from www.regular-expressions.info/)
13:48:07	6606/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:57%20GMT	www.regular-expressions.info/print.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/print.html	(from www.regular-expressions.info/)
13:48:07	18677/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:51%20GMT	www.regular-expressions.info/java.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/java.html	(from www.regular-expressions.info/)
13:48:10	308/308	---M--	200	added ('OK')	image/gif	etag:%2237f909-134-40945d6c%22	www.regexbuddy.com/img/anchor.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/anchor.gif	(from www.regular-expressions.info/regex.css)
13:48:10	302/302	---M--	200	added ('OK')	image/gif	etag:%2237f8fe-12e-40945d52%22	www.regexbuddy.com/img/capture.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/capture.gif	(from www.regular-expressions.info/regex.css)
13:48:10	304/304	---M--	200	added ('OK')	image/gif	etag:%2237f908-130-40945d6a%22	www.regexbuddy.com/img/alternation.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/alternation.gif	(from www.regular-expressions.info/regex.css)
13:48:10	304/304	---M--	200	added ('OK')	image/gif	etag:%2237f90a-130-40945d6e%22	www.regexbuddy.com/img/atomic.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/atomic.gif	(from www.regular-expressions.info/regex.css)
13:48:10	284/284	---M--	200	added ('OK')	image/gif	etag:%2237f8fd-11c-40945d4f%22	www.regexbuddy.com/img/backref.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/backref.gif	(from www.regular-expressions.info/regex.css)
13:48:10	301/301	---M--	200	added ('OK')	image/gif	etag:%2237f8ff-12d-40945d54%22	www.regexbuddy.com/img/charclass.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/charclass.gif	(from www.regular-expressions.info/regex.css)
13:48:10	298/298	---M--	200	added ('OK')	image/gif	etag:%2237f900-12a-40945d56%22	www.regexbuddy.com/img/comment.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/comment.gif	(from www.regular-expressions.info/regex.css)
13:48:10	289/289	---M--	200	added ('OK')	image/gif	etag:%2237f901-121-40945d59%22	www.regexbuddy.com/img/error.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/error.gif	(from www.regular-expressions.info/regex.css)
13:48:10	300/300	---M--	200	added ('OK')	image/gif	etag:%2237f902-12c-40945d5b%22	www.regexbuddy.com/img/group.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/group.gif	(from www.regular-expressions.info/regex.css)
13:48:11	308/308	---M--	200	added ('OK')	image/gif	etag:%2237f903-134-40945d5e%22	www.regexbuddy.com/img/literal.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/literal.gif	(from www.regular-expressions.info/regex.css)
13:48:11	287/287	---M--	200	added ('OK')	image/gif	etag:%2237f904-11f-40945d60%22	www.regexbuddy.com/img/lookaround.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/lookaround.gif	(from www.regular-expressions.info/regex.css)
13:48:11	292/292	---M--	200	added ('OK')	image/gif	etag:%2237f906-124-40945d65%22	www.regexbuddy.com/img/repeat.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/repeat.gif	(from www.regular-expressions.info/regex.css)
13:48:11	319/319	---M--	200	added ('OK')	image/gif	etag:%2237f905-13f-40945d62%22	www.regexbuddy.com/img/option.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/option.gif	(from www.regular-expressions.info/regex.css)
13:48:11	296/296	---M--	200	added ('OK')	image/gif	etag:%2237f907-128-40945d67%22	www.regexbuddy.com/img/special.gif	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regexbuddy.com/img/special.gif	(from www.regular-expressions.info/regex.css)
13:48:11	21025/21025	---M--	200	added ('OK')	image/png	etag:%22218c88-5221-3f3758e6%22	www.regular-expressions.info/screens/epptutorial.png	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/screens/epptutorial.png	(from www.regular-expressions.info/tutorial.html)
13:48:11	17132/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:52%20GMT	www.regular-expressions.info/quickstart.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/quickstart.html	(from www.regular-expressions.info/)
13:48:14	6727/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:10%20GMT	www.regular-expressions.info/pcre.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/pcre.html	(from www.regular-expressions.info/tutorial.html)
13:48:15	8603/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:47:56%20GMT	www.regular-expressions.info/index.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/index-2.html	(from www.regular-expressions.info/)
13:48:17	18001/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:00%20GMT	www.regular-expressions.info/reference.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/reference.html	(from www.regular-expressions.info/)
13:48:24	12156/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:10%20GMT	www.regular-expressions.info/tutorialcnt.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/tutorialcnt.html	(from www.regular-expressions.info/tutorial.html)
13:48:24	11946/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:13%20GMT	www.regular-expressions.info/dot.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/dot.html	(from www.regular-expressions.info/tutorial.html)
13:48:26	9557/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:10%20GMT	www.regular-expressions.info/engine.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/engine.html	(from www.regular-expressions.info/tutorial.html)
13:48:27	16940/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:10%20GMT	www.regular-expressions.info/charclass.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/charclass.html	(from www.regular-expressions.info/tutorial.html)
13:48:30	6872/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:12%20GMT	www.regular-expressions.info/regexbuddy/regex.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/regex.html	(from www.regular-expressions.info/tutorial.html)
13:48:31	19368/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:14%20GMT	www.regular-expressions.info/anchors.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/anchors.html	(from www.regular-expressions.info/tutorial.html)
13:48:32	9868/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:17%20GMT	www.regular-expressions.info/wordboundaries.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/wordboundaries.html	(from www.regular-expressions.info/tutorial.html)
13:48:32	10813/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:13%20GMT	www.regular-expressions.info/characters.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/characters.html	(from www.regular-expressions.info/tutorial.html)
13:48:40	7919/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:32%20GMT	www.regular-expressions.info/modifiers.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/modifiers.html	(from www.regular-expressions.info/tutorial.html)
13:48:41	8066/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:23%20GMT	www.regular-expressions.info/optional.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/optional.html	(from www.regular-expressions.info/tutorial.html)
13:48:47	15295/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:25%20GMT	www.regular-expressions.info/repeat.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/repeat.html	(from www.regular-expressions.info/tutorial.html)
13:48:50	9312/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:23%20GMT	www.regular-expressions.info/alternation.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/alternation.html	(from www.regular-expressions.info/tutorial.html)
13:48:53	11544/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:29%20GMT	www.regular-expressions.info/named.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/named.html	(from www.regular-expressions.info/tutorial.html)
13:48:57	19626/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:32%20GMT	www.regular-expressions.info/atomic.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/atomic.html	(from www.regular-expressions.info/tutorial.html)
13:48:59	12610/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:40%20GMT	www.regular-expressions.info/lookaround2.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/lookaround2.html	(from www.regular-expressions.info/tutorial.html)
13:49:01	19515/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:38%20GMT	www.regular-expressions.info/lookaround.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/lookaround.html	(from www.regular-expressions.info/tutorial.html)
13:49:01	8007/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:45%20GMT	www.regular-expressions.info/continue.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/continue.html	(from www.regular-expressions.info/tutorial.html)
13:49:02	6002/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:51%20GMT	www.regular-expressions.info/comments.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/comments.html	(from www.regular-expressions.info/tutorial.html)
13:49:08	9267/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:48%20GMT	www.regular-expressions.info/conditional.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/conditional.html	(from www.regular-expressions.info/tutorial.html)
13:49:09	9330/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:55%20GMT	www.regular-expressions.info/grep.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/grep.html	(from www.regular-expressions.info/tools.html)
13:49:10	9817/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:57%20GMT	www.regular-expressions.info/regexbuddy.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy.html	(from www.regular-expressions.info/tools.html)
13:49:13	4789/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:07%20GMT	www.regular-expressions.info/regexbuddy/htmltagpair.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/htmltagpair.html	(from www.regular-expressions.info/examples.html)
13:49:16	11896/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:03%20GMT	www.regular-expressions.info/javascript.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/javascript.html	(from www.regular-expressions.info/tools.html)
13:49:17	2855/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:11%20GMT	www.regular-expressions.info/regexbuddy/whitelead.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/whitelead.html	(from www.regular-expressions.info/examples.html)
13:49:18	7107/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:09%20GMT	www.regular-expressions.info/regexbuddy/htmltagpairany.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/htmltagpairany.html	(from www.regular-expressions.info/examples.html)
13:49:19	2856/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:14%20GMT	www.regular-expressions.info/regexbuddy/whitetrail.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/whitetrail.html	(from www.regular-expressions.info/examples.html)
13:49:26	6038/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:03%20GMT	www.regular-expressions.info/delphi.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/delphi.html	(from www.regular-expressions.info/tools.html)
13:49:26	4628/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:15%20GMT	www.regular-expressions.info/regexbuddy/whiteboth.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/whiteboth.html	(from www.regular-expressions.info/examples.html)
13:49:29	10370/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:06%20GMT	www.regular-expressions.info/ruby.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/ruby.html	(from www.regular-expressions.info/tools.html)
13:49:30	17148/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:03%20GMT	www.regular-expressions.info/python.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/python.html	(from www.regular-expressions.info/tools.html)
13:49:33	18130/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:02%20GMT	www.regular-expressions.info/unicode.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/unicode.html	(from www.regular-expressions.info/tutorial.html)
13:49:34	4875/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:25%20GMT	www.regular-expressions.info/regexbuddy/ipquick.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/ipquick.html	(from www.regular-expressions.info/examples.html)
13:49:41	13754/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:17%20GMT	www.regular-expressions.info/regexbuddy/ipaccurate.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/ipaccurate.html	(from www.regular-expressions.info/examples.html)
13:49:41	6217/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:25%20GMT	www.regular-expressions.info/floatingpoint.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/floatingpoint.html	(from www.regular-expressions.info/examples.html)
13:49:42	10016/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:28%20GMT	www.regular-expressions.info/completelines.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/completelines.html	(from www.regular-expressions.info/examples.html)
13:49:43	7900/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:27%20GMT	www.regular-expressions.info/dates.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/dates.html	(from www.regular-expressions.info/examples.html)
13:49:46	24454/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:17%20GMT	www.regular-expressions.info/regexbuddy/ipaccuratecapture.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/ipaccuratecapture.html	(from www.regular-expressions.info/examples.html)
13:49:47	6710/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:40%20GMT	www.regular-expressions.info/book10mins.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/book10mins.html	(from www.regular-expressions.info/books.html)
13:49:48	7310/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:41%20GMT	www.regular-expressions.info/hipowls.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/hipowls.html	(from www.regular-expressions.info/books.html)
13:49:51	4403/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:39%20GMT	www.regular-expressions.info/near.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/near.html	(from www.regular-expressions.info/examples.html)
13:49:52	20753/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:48:26%20GMT	www.regular-expressions.info/brackets.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/brackets.html	(from www.regular-expressions.info/tutorial.html)
13:49:52	7438/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:44%20GMT	www.regular-expressions.info/bookrecipes.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/bookrecipes.html	(from www.regular-expressions.info/books.html)
13:49:59	6712/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:31%20GMT	www.regular-expressions.info/duplicatelines.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/duplicatelines.html	(from www.regular-expressions.info/examples.html)
13:50:00	14252/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:36%20GMT	www.regular-expressions.info/examplesprogrammer.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/examplesprogrammer.html	(from www.regular-expressions.info/examples.html)
13:50:01	8295/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:42%20GMT	www.regular-expressions.info/javabook.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/javabook.html	(from www.regular-expressions.info/books.html)
13:50:03	7862/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:51%20GMT	www.regular-expressions.info/refext.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/refext.html	(from www.regular-expressions.info/books.html)
13:50:05	8182/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:46%20GMT	www.regular-expressions.info/bookrecipeswin.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/bookrecipeswin.html	(from www.regular-expressions.info/books.html)
13:50:05	1144/1144	---M--	200	added ('OK')	application/x-javascript	etag:%22218b5c-478-41510981%22	www.regular-expressions.info/regexbuddy/highlight.js	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/highlight.js	(from www.regular-expressions.info/regexbuddy/filemask.html)
13:50:09	5050/5050	---M--	200	added ('OK')	image/jpeg	etag:%22218c04-13ba-41f737a3%22	www.regular-expressions.info/books/javabooksmall.jpg	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/books/javabooksmall.jpg	(from www.regular-expressions.info/java.html)
